station,valid,time,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,feel
0CO,9/28/23,5:55:00 AM,41,28.4,60.54,160,7,0,30.75,10,23,CLR,M,M,M,M,M,M,35.75
0CO,9/28/23,6:55:00 AM,41,28.4,60.54,150,8,0,30.75,10,M,CLR,M,M,M,M,M,M,35.2
0CO,9/28/23,7:55:00 AM,42.8,26.6,52.45,240,10,0,30.74,10,15,CLR,M,M,M,M,M,M,36.51
0CO,9/28/23,8:55:00 AM,42.8,26.6,52.45,260,8,0,30.73,10,21,CLR,M,M,M,M,M,M,37.42
0CO,9/28/23,9:55:00 AM,41,28.4,60.54,260,6,0,30.74,10,M,CLR,M,M,M,M,M,M,36.37
0CO,9/28/23,10:55:00 AM,41,28.4,60.54,260,7,0,30.74,10,M,CLR,M,M,M,M,M,M,35.75
0CO,9/28/23,11:55:00 AM,42.8,26.6,52.45,260,6,0,30.74,10,M,CLR,M,M,M,M,M,M,38.54
0CO,9/28/23,12:55:00 PM,42.8,26.6,52.45,260,7,0,30.75,10,M,CLR,M,M,M,M,M,M,37.94
0CO,9/28/23,1:55:00 PM,44.6,21.2,39.06,0,0,0,30.77,10,M,CLR,M,M,M,M,M,M,44.6
0CO,9/28/23,2:55:00 PM,46.4,23,39.36,150,7,0,30.77,10,M,CLR,M,M,M,M,M,M,42.33
0CO,9/28/23,3:55:00 PM,50,21.2,31.87,130,4,0,30.79,10,M,CLR,M,M,M,M,M,M,50
0CO,9/28/23,4:55:00 PM,51.8,23,32.17,150,9,0,30.79,10,15,CLR,M,M,M,M,M,M,51.8
0CO,9/28/23,5:55:00 PM,53.6,21.2,27.91,170,6,0,30.79,10,19,CLR,M,M,M,M,M,M,53.6
0CO,9/28/23,6:55:00 PM,53.6,23,30.11,190,10,0,30.78,10,18,BKN,M,M,M,7000,M,M,53.6
0CO,9/28/23,7:55:00 PM,55.4,23,28.2,200,6,0,30.77,10,21,CLR,M,M,M,M,M,M,55.4
0CO,9/28/23,8:55:00 PM,53.6,28.4,37.67,M,M,0,30.75,10,M,SCT,M,M,M,7000,M,M,53.6
0CO,9/28/23,9:55:00 PM,50,30.2,46.31,170,11,0,30.75,10,26,SCT,SCT,M,M,6000,7000,M,50
0CO,9/28/23,10:55:00 PM,50,30.2,46.31,M,M,0,30.74,10,M,CLR,M,M,M,M,M,M,50
0CO,9/28/23,11:55:00 PM,46.4,32,57,120,14,0,30.74,10,M,CLR,M,M,M,M,M,M,39.72
0CO,9/29/23,12:55:00 AM,44.6,32,61.03,M,M,0,30.74,10,M,CLR,M,M,M,M,M,M,M
0CO,9/29/23,1:55:00 AM,44.6,32,61.03,190,6,0,30.75,10,20,CLR,M,M,M,M,M,M,40.71
0CO,9/29/23,2:55:00 AM,42.8,33.8,70.28,180,5,0,30.76,10,M,SCT,M,M,M,7000,M,M,39.22
0CO,9/29/23,3:55:00 AM,42.8,32,65.38,250,9,0,30.76,10,M,CLR,M,M,M,M,M,M,36.94
0CO,9/29/23,4:55:00 AM,42.8,32,65.38,260,13,0,30.75,10,23,CLR,M,M,M,M,M,M,35.4
0CO,9/29/23,5:55:00 AM,42.8,32,65.38,240,5,0,30.75,10,M,CLR,M,M,M,M,M,M,39.22
0CO,9/29/23,6:55:00 AM,42.8,30.2,60.79,260,21,0,30.74,10,26,CLR,M,M,M,M,M,M,33.26
0CO,9/29/23,7:55:00 AM,42.8,30.2,60.79,240,6,0,30.74,10,16,CLR,M,M,M,M,M,M,38.54
0CO,9/29/23,8:55:00 AM,44.6,28.4,52.72,280,12,0,30.72,10,19,CLR,M,M,M,M,M,M,38.04
0CO,9/29/23,9:55:00 AM,44.6,28.4,52.72,290,15,0,30.71,10,M,CLR,M,M,M,M,M,M,37.11
0CO,9/29/23,10:56:00 AM,44.6,28.4,52.72,290,13,0,30.71,10,M,CLR,M,M,M,M,M,M,37.71
0CO,9/29/23,11:55:00 AM,42.8,28.4,56.48,290,15,0,30.71,10,M,CLR,M,M,M,M,M,M,34.78
0CO,9/29/23,12:55:00 PM,42.8,28.4,56.48,290,18,0,30.72,10,M,CLR,M,M,M,M,M,M,33.97
0CO,9/29/23,1:55:00 PM,44.6,28.4,52.72,290,15,0,30.73,10,M,CLR,M,M,M,M,M,M,37.11
0CO,9/29/23,2:55:00 PM,44.6,28.4,52.72,290,14,0,30.74,10,23,CLR,M,M,M,M,M,M,37.4
0CO,9/29/23,3:55:00 PM,46.4,28.4,49.24,290,16,0,30.74,10,23,SCT,SCT,M,M,4600,6000,M,39.19
0CO,9/29/23,4:55:00 PM,50,30.2,46.31,300,13,0,30.74,10,21,SCT,SCT,M,M,6000,7500,M,50
0CO,9/29/23,5:55:00 PM,50,23,34.39,290,19,0,30.74,10,26,BKN,M,M,M,7500,M,M,50
0CO,9/29/23,6:55:00 PM,51.8,23,32.17,310,23,0,30.7,10,33,SCT,M,M,M,6000,M,M,51.8
0CO,9/29/23,7:55:00 PM,53.6,23,30.11,300,13,0,30.69,10,20,CLR,M,M,M,M,M,M,53.6
0CO,9/29/23,8:55:00 PM,53.6,23,30.11,300,17,0,30.66,10,27,SCT,BKN,M,M,7000,8000,M,53.6
0CO,9/29/23,9:55:00 PM,50,23,34.39,340,7,0,30.67,10,M,BKN,M,M,M,9000,M,M,50
0CO,9/29/23,10:55:00 PM,51.8,23,32.17,310,16,0,30.65,10,27,CLR,M,M,M,M,M,M,51.8
0CO,9/29/23,11:55:00 PM,50,24.8,37.08,290,9,0,30.66,10,M,SCT,BKN,OVC,M,5500,8000,10000,50
0CO,9/30/23,12:55:00 AM,48.2,23,36.78,300,12,0,30.65,10,M,OVC,M,M,M,10000,M,M,42.62
0CO,9/30/23,1:55:00 AM,46.4,23,39.36,290,15,0,30.65,10,23,CLR,M,M,M,M,M,M,39.45
0CO,9/30/23,2:55:00 AM,44.6,24.8,45.44,290,20,0,30.65,10,M,CLR,M,M,M,M,M,M,35.87
0CO,9/30/23,3:55:00 AM,44.6,24.8,45.44,290,19,0,30.65,10,25,CLR,M,M,M,M,M,M,36.1
0CO,9/30/23,4:55:00 AM,44.6,24.8,45.44,290,16,0,30.64,10,29,CLR,M,M,M,M,M,M,36.84
0CO,9/30/23,5:55:00 AM,44.6,26.6,48.96,M,M,0,30.63,10,M,CLR,M,M,M,M,M,M,M
0CO,9/30/23,6:55:00 AM,42.8,26.6,52.45,300,18,0,30.63,10,24,CLR,M,M,M,M,M,M,33.97
0CO,9/30/23,7:55:00 AM,42.8,26.6,52.45,M,M,0,30.61,10,M,CLR,M,M,M,M,M,M,M
0CO,9/30/23,8:55:00 AM,42.8,26.6,52.45,290,27,0,30.59,10,38,CLR,M,M,M,M,M,M,32.06
0CO,9/30/23,9:55:00 AM,42.8,26.6,52.45,300,25,0,30.59,10,38,CLR,M,M,M,M,M,M,32.43
0CO,9/30/23,10:55:00 AM,41,26.6,56.22,290,24,0,30.59,10,31,CLR,M,M,M,M,M,M,30.2
0CO,9/30/23,11:55:00 AM,41,26.6,56.22,300,19,0,30.61,10,37,CLR,M,M,M,M,M,M,31.34
0CO,9/30/23,12:55:00 PM,41,24.8,52.17,290,21,0,30.63,10,31,CLR,M,M,M,M,M,M,30.86
0CO,9/30/23,1:55:00 PM,41,24.8,52.17,290,28,0,30.64,10,38,CLR,M,M,M,M,M,M,29.43
0CO,9/30/23,2:55:00 PM,42.8,24.8,48.67,290,20,0,30.66,10,29,CLR,M,M,M,M,M,M,33.48
0CO,9/30/23,3:55:00 PM,44.6,24.8,45.44,310,21,0,30.67,10,32,CLR,M,M,M,M,M,M,35.66
0CO,9/30/23,4:55:00 PM,46.4,23,39.36,290,28,0,30.68,10,34,CLR,M,M,M,M,M,M,36.81
0CO,9/30/23,5:55:00 PM,50,19.4,29.52,310,27,0,30.67,10,37,CLR,M,M,M,M,M,M,50
0CO,9/30/23,6:55:00 PM,50,19.4,29.52,300,23,0,30.68,10,31,CLR,M,M,M,M,M,M,50
0CO,9/30/23,7:55:00 PM,51.8,21.2,29.82,300,21,0,30.68,10,32,SCT,M,M,M,7000,M,M,51.8
0CO,9/30/23,8:55:00 PM,51.8,21.2,29.82,M,M,0,30.68,10,M,BKN,BKN,M,M,7000,9000,M,51.8
0CO,9/30/23,9:55:00 PM,50,19.4,29.52,280,26,0,30.68,10,30,BKN,M,M,M,8000,M,M,50
0CO,9/30/23,10:55:00 PM,46.4,30.2,53,140,4,0,30.7,10,M,BKN,M,M,M,8000,M,M,44.24
0CO,9/30/23,11:55:00 PM,46.4,23,39.36,300,12,0,30.7,10,18,SCT,M,M,M,8000,M,M,40.33
0CO,10/1/23,12:55:00 AM,44.6,21.2,39.06,300,11,0,30.71,10,17,CLR,M,M,M,M,M,M,38.39
0CO,10/1/23,1:55:00 AM,42.8,19.4,38.75,290,16,0,30.71,10,24,CLR,M,M,M,M,M,M,34.5
0CO,10/1/23,2:55:00 AM,41,17.6,38.45,290,11,0,30.74,10,18,CLR,M,M,M,M,M,M,33.84
0CO,10/1/23,3:55:00 AM,41,19.4,41.54,270,5,0,30.75,10,M,CLR,M,M,M,M,M,M,37.08
0CO,10/1/23,4:55:00 AM,41,17.6,38.45,260,5,0,30.75,10,M,CLR,M,M,M,M,M,M,37.08
0CO,10/1/23,5:55:00 AM,41,17.6,38.45,230,5,0,30.76,10,M,CLR,M,M,M,M,M,M,37.08
0CO,10/1/23,6:55:00 AM,39.2,19.4,44.55,260,8,0,30.75,10,15,CLR,M,M,M,M,M,M,32.98
0CO,10/1/23,7:55:00 AM,41,15.8,35.57,290,18,0,30.74,10,23,CLR,M,M,M,M,M,M,31.6
0CO,10/1/23,8:55:00 AM,39.2,15.8,38.15,280,18,0,30.73,10,25,CLR,M,M,M,M,M,M,29.23
0CO,10/1/23,9:55:00 AM,37.4,14,37.84,290,19,0,30.72,10,22,CLR,M,M,M,M,M,M,26.58
0CO,10/1/23,10:55:00 AM,39.2,14,35.26,290,18,0,30.72,10,22,CLR,M,M,M,M,M,M,29.23
0CO,10/1/23,11:55:00 AM,41,15.8,35.57,280,22,0,30.72,10,30,CLR,M,M,M,M,M,M,30.63
0CO,10/1/23,12:55:00 PM,39.2,15.8,38.15,300,16,0,30.72,10,23,CLR,M,M,M,M,M,M,29.8
0CO,10/1/23,1:55:00 PM,41,15.8,35.57,290,19,0,30.73,10,29,CLR,M,M,M,M,M,M,31.34
0CO,10/1/23,2:55:00 PM,37.4,17.6,44.25,300,17,0,30.74,10,26,CLR,M,M,M,M,M,M,27.15
0CO,10/1/23,3:55:00 PM,42.8,17.6,35.87,290,19,0,30.76,10,30,CLR,M,M,M,M,M,M,33.72
0CO,10/1/23,4:55:00 PM,46.4,17.6,31.28,290,20,0,30.76,10,29,CLR,M,M,M,M,M,M,38.26
0CO,10/1/23,5:55:00 PM,46.4,17.6,31.28,320,9,0,30.77,10,16,CLR,M,M,M,M,M,M,41.42
0CO,10/1/23,6:55:00 PM,48.2,19.4,31.57,320,17,0,30.75,10,24,CLR,M,M,M,M,M,M,41.3
0CO,10/1/23,7:55:00 PM,50,12.2,21.59,310,21,0,30.74,10,25,CLR,M,M,M,M,M,M,50
0CO,10/1/23,8:55:00 PM,51.8,14,21.86,290,23,0,30.72,10,31,CLR,M,M,M,M,M,M,51.8
0CO,10/1/23,9:55:00 PM,51.8,14,21.86,290,27,0,30.7,10,34,CLR,M,M,M,M,M,M,51.8
0CO,10/1/23,10:55:00 PM,51.8,12.2,20.2,M,M,0,30.71,10,M,CLR,M,M,M,M,M,M,51.8
0CO,10/1/23,11:55:00 PM,50,12.2,21.59,300,20,0,30.71,10,M,CLR,M,M,M,M,M,M,50
0CO,10/2/23,12:55:00 AM,44.6,12.2,26.45,290,16,0,30.72,10,24,CLR,M,M,M,M,M,M,36.84
0CO,10/2/23,1:55:00 AM,44.6,12.2,26.45,M,M,0,30.7,10,M,CLR,M,M,M,M,M,M,M
0CO,10/2/23,2:55:00 AM,41,12.2,30.38,300,20,0,30.7,10,24,CLR,M,M,M,M,M,M,31.09
0CO,10/2/23,3:55:00 AM,41,12.2,30.38,300,19,0,30.69,10,25,CLR,M,M,M,M,M,M,31.34
0CO,10/2/23,4:55:00 AM,41,12.2,30.38,300,21,0,30.68,10,26,CLR,M,M,M,M,M,M,30.86
0CO,10/2/23,5:55:00 AM,39.2,12.2,32.58,330,21,0,30.67,10,28,CLR,M,M,M,M,M,M,28.46
0CO,10/2/23,6:55:00 AM,39.2,12.2,32.58,310,19,0,30.67,10,27,CLR,M,M,M,M,M,M,28.96
0CO,10/2/23,7:55:00 AM,37.4,10.4,32.27,320,21,0,30.64,10,26,CLR,M,M,M,M,M,M,26.06
0CO,10/2/23,8:55:00 AM,39.2,10.4,30.07,310,15,0,30.63,10,26,CLR,M,M,M,M,M,M,30.11
0CO,10/2/23,9:55:00 AM,37.4,10.4,32.27,320,11,0,30.62,10,27,CLR,M,M,M,M,M,M,29.29
0CO,10/2/23,10:55:00 AM,37.4,10.4,32.27,320,16,0,30.6,10,26,CLR,M,M,M,M,M,M,27.46
0CO,10/2/23,11:55:00 AM,37.4,10.4,32.27,310,22,0,30.59,10,33,CLR,M,M,M,M,M,M,25.81
0CO,10/2/23,12:55:00 PM,37.4,10.4,32.27,310,19,0,30.58,10,29,CLR,M,M,M,M,M,M,26.58
0CO,10/2/23,1:55:00 PM,37.4,12.2,34.96,300,31,0,30.56,10,40,CLR,M,M,M,M,M,M,23.94
0CO,10/2/23,2:55:00 PM,41,8.6,25.87,310,20,0,30.58,10,36,CLR,M,M,M,M,M,M,31.09
0CO,10/2/23,3:55:00 PM,41,10.4,28.04,310,17,0,30.6,10,28,CLR,M,M,M,M,M,M,31.87
0CO,10/2/23,4:55:00 PM,42.8,12.2,28.34,340,8,0,30.6,10,22,CLR,M,M,M,M,M,M,37.42
0CO,10/2/23,5:55:00 PM,44.6,12.2,26.45,330,8,0,30.59,10,21,CLR,M,M,M,M,M,M,39.63
0CO,10/2/23,6:55:00 PM,46.4,12.2,24.71,360,9,0,30.58,10,16,CLR,M,M,M,M,M,M,41.42
0CO,10/2/23,7:55:00 PM,50,12.2,21.59,320,18,0,30.56,10,28,CLR,M,M,M,M,M,M,50
0CO,10/2/23,8:55:00 PM,51.8,12.2,20.2,310,24,0,30.53,10,31,CLR,M,M,M,M,M,M,51.8
0CO,10/2/23,9:55:00 PM,50,12.2,21.59,300,21,0,30.53,10,30,CLR,M,M,M,M,M,M,50
0CO,10/2/23,10:55:00 PM,50,12.2,21.59,290,23,0,30.52,10,29,CLR,M,M,M,M,M,M,50
0CO,10/2/23,11:55:00 PM,48.2,12.2,23.09,300,19,0,30.53,10,28,CLR,M,M,M,M,M,M,40.86
0CO,10/3/23,12:55:00 AM,42.8,12.2,28.34,290,12,0,30.53,10,18,CLR,M,M,M,M,M,M,35.75
0CO,10/3/23,1:55:00 AM,41,14,32.88,300,11,0,30.54,10,16,CLR,M,M,M,M,M,M,33.84
0CO,10/3/23,2:55:00 AM,41,14,32.88,300,13,0,30.55,10,20,CLR,M,M,M,M,M,M,33.1
0CO,10/3/23,3:55:00 AM,41,14,32.88,300,14,0,30.54,10,M,CLR,M,M,M,M,M,M,32.76
0CO,10/3/23,4:55:00 AM,39.2,14,35.26,300,13,0,30.53,10,M,CLR,M,M,M,M,M,M,30.79
0CO,10/3/23,5:55:00 AM,37.4,12.2,34.96,330,11,0,30.52,10,21,CLR,M,M,M,M,M,M,29.29
0CO,10/3/23,6:55:00 AM,37.4,12.2,34.96,330,18,0,30.5,10,24,CLR,M,M,M,M,M,M,26.86
0CO,10/3/23,7:55:00 AM,37.4,12.2,34.96,330,15,0,30.49,10,24,CLR,M,M,M,M,M,M,27.78
0CO,10/3/23,8:55:00 AM,35.6,12.2,37.53,330,19,0,30.49,10,26,CLR,M,M,M,M,M,M,24.2
0CO,10/3/23,9:55:00 AM,35.6,12.2,37.53,330,15,0,30.49,10,25,CLR,M,M,M,M,M,M,25.45
0CO,10/3/23,10:55:00 AM,35.6,12.2,37.53,310,9,0,30.51,10,20,CLR,M,M,M,M,M,M,27.99
0CO,10/3/23,11:55:00 AM,33.8,12.2,40.32,310,9,0,30.51,10,16,CLR,M,M,M,M,M,M,25.75
0CO,10/3/23,12:55:00 PM,33.8,12.2,40.32,330,10,0,30.52,10,17,CLR,M,M,M,M,M,M,25.23
0CO,10/3/23,1:55:00 PM,33.8,12.2,40.32,320,10,0,30.52,10,19,CLR,M,M,M,M,M,M,25.23
0CO,10/3/23,2:55:00 PM,37.4,14,37.84,300,13,0,30.53,10,18,CLR,M,M,M,M,M,M,28.49
0CO,10/3/23,3:55:00 PM,37.4,15.8,40.93,290,8,0,30.55,10,M,CLR,M,M,M,M,M,M,30.76
0CO,10/3/23,4:55:00 PM,39.2,17.6,41.24,280,8,0,30.56,10,17,CLR,M,M,M,M,M,M,32.98
0CO,10/3/23,5:55:00 PM,42.8,17.6,35.87,300,13,0,30.56,10,21,CLR,M,M,M,M,M,M,35.4
0CO,10/3/23,6:55:00 PM,46.4,17.6,31.28,320,10,0,30.55,10,20,CLR,M,M,M,M,M,M,41.03
0CO,10/3/23,7:55:00 PM,46.4,14,26.75,320,18,0,30.55,10,28,CLR,M,M,M,M,M,M,38.7
0CO,10/3/23,8:55:00 PM,48.2,17.6,29.23,60,5,0,30.55,10,M,CLR,M,M,M,M,M,M,45.63
0CO,10/3/23,9:55:00 PM,50,17.6,27.33,340,5,0,30.56,10,M,CLR,M,M,M,M,M,M,50
0CO,10/3/23,10:55:00 PM,46.4,17.6,31.28,320,9,0,30.57,10,19,CLR,M,M,M,M,M,M,41.42
0CO,10/3/23,11:55:00 PM,46.4,17.6,31.28,290,17,0,30.58,10,M,CLR,M,M,M,M,M,M,38.94
0CO,10/4/23,12:55:00 AM,42.8,17.6,35.87,290,15,0,30.58,10,M,CLR,M,M,M,M,M,M,34.78
0CO,10/4/23,1:55:00 AM,41,17.6,38.45,290,11,0,30.6,10,M,CLR,M,M,M,M,M,M,33.84
0CO,10/4/23,2:55:00 AM,41,17.6,38.45,260,4,0,30.63,10,14,CLR,M,M,M,M,M,M,37.93
0CO,10/4/23,3:55:00 AM,41,17.6,38.45,260,8,0,30.63,10,M,CLR,M,M,M,M,M,M,35.2
0CO,10/4/23,4:55:00 AM,39.2,17.6,41.24,250,8,0,30.64,10,16,CLR,M,M,M,M,M,M,32.98
0CO,10/4/23,5:55:00 AM,37.4,19.4,47.8,250,8,0,30.64,10,16,CLR,M,M,M,M,M,M,30.76
0CO,10/4/23,6:55:00 AM,39.2,17.6,41.24,260,15,0,30.64,10,25,CLR,M,M,M,M,M,M,30.11
0CO,10/4/23,7:55:00 AM,41,15.8,35.57,280,20,0,30.64,10,27,CLR,M,M,M,M,M,M,31.09
0CO,10/4/23,8:55:00 AM,41,14,32.88,290,18,0,30.64,10,25,CLR,M,M,M,M,M,M,31.6
0CO,10/4/23,9:55:00 AM,39.2,14,35.26,290,19,0,30.63,10,M,CLR,M,M,M,M,M,M,28.96
0CO,10/4/23,10:55:00 AM,39.2,14,35.26,290,20,0,30.64,10,28,CLR,M,M,M,M,M,M,28.7
0CO,10/4/23,11:55:00 AM,39.2,14,35.26,290,16,0,30.65,10,25,CLR,M,M,M,M,M,M,29.8
0CO,10/4/23,12:55:00 PM,37.4,14,37.84,290,19,0,30.66,10,25,CLR,M,M,M,M,M,M,26.58
0CO,10/4/23,1:55:00 PM,41,14,32.88,290,15,0,30.68,10,25,CLR,M,M,M,M,M,M,32.45
0CO,10/4/23,2:55:00 PM,42.8,14,30.68,300,13,0,30.69,10,24,CLR,M,M,M,M,M,M,35.4
0CO,10/4/23,3:55:00 PM,44.6,14,28.64,290,18,0,30.71,10,26,CLR,M,M,M,M,M,M,36.34
0CO,10/4/23,4:55:00 PM,46.4,12.2,24.71,280,23,0,30.72,10,29,CLR,M,M,M,M,M,M,37.67
0CO,10/4/23,5:55:00 PM,50,14,23.37,290,15,0,30.72,10,23,CLR,M,M,M,M,M,M,50
0CO,10/4/23,6:55:00 PM,50,14,23.37,290,20,0,30.71,10,26,CLR,M,M,M,M,M,M,50
0CO,10/4/23,7:55:00 PM,50,12.2,21.59,300,12,0,30.7,10,25,CLR,M,M,M,M,M,M,50
0CO,10/4/23,8:55:00 PM,51.8,10.4,18.64,280,14,0,30.69,10,30,CLR,M,M,M,M,M,M,51.8
0CO,10/4/23,9:55:00 PM,53.6,12.2,18.9,310,14,0,30.67,10,20,CLR,M,M,M,M,M,M,53.6
0CO,10/4/23,10:55:00 PM,51.8,10.4,18.64,300,14,0,30.67,10,25,CLR,M,M,M,M,M,M,51.8
0CO,10/4/23,11:55:00 PM,50,10.4,19.93,300,10,0,30.67,10,20,CLR,M,M,M,M,M,M,50
0CO,10/5/23,12:55:00 AM,44.6,12.2,26.45,290,15,0,30.67,10,21,CLR,M,M,M,M,M,M,37.11
0CO,10/5/23,1:55:00 AM,44.6,14,28.64,290,19,0,30.66,10,M,CLR,M,M,M,M,M,M,36.1
0CO,10/5/23,2:55:00 AM,42.8,15.8,33.18,260,16,0,30.66,10,24,CLR,M,M,M,M,M,M,34.5
0CO,10/5/23,3:55:00 AM,42.8,12.2,28.34,260,16,0,30.65,10,25,CLR,M,M,M,M,M,M,34.5
0CO,10/5/23,4:55:00 AM,42.8,10.4,26.16,270,20,0,30.64,10,30,CLR,M,M,M,M,M,M,33.48
0CO,10/5/23,5:55:00 AM,42.8,10.4,26.16,270,22,0,30.62,10,37,CLR,M,M,M,M,M,M,33.04
0CO,10/5/23,6:55:00 AM,41,10.4,28.04,270,19,0,30.6,10,25,CLR,M,M,M,M,M,M,31.34
0CO,10/5/23,7:55:00 AM,41,8.6,25.87,270,20,0,30.59,10,36,CLR,M,M,M,M,M,M,31.09
0CO,10/5/23,8:55:00 AM,41,10.4,28.04,280,25,0,30.56,10,43,CLR,M,M,M,M,M,M,30
0CO,10/5/23,9:55:00 AM,41,10.4,28.04,280,36,0,30.53,10,46,CLR,M,M,M,M,M,M,28.12
0CO,10/5/23,10:55:00 AM,41,10.4,28.04,290,32,0,30.53,10,45,CLR,M,M,M,M,M,M,28.74
0CO,10/5/23,11:55:00 AM,39.2,12.2,32.58,300,27,0,30.52,10,38,CLR,M,M,M,M,M,M,27.16
0CO,10/5/23,12:55:00 PM,37.4,12.2,34.96,300,30,0,30.54,10,41,CLR,M,M,M,M,M,M,24.12
0CO,10/5/23,1:55:00 PM,37.4,12.2,34.96,320,28,0,30.51,10,41,CLR,M,M,M,M,M,M,24.5
0CO,10/5/23,2:55:00 PM,37.4,14,37.84,300,25,0,30.53,10,43,CLR,M,M,M,M,M,M,25.12
0CO,10/5/23,3:55:00 PM,41,15.8,35.57,320,23,0,30.57,10,35,CLR,M,M,M,M,M,M,30.41
0CO,10/5/23,4:55:00 PM,41,17.6,38.45,300,22,0,30.59,10,38,CLR,M,M,M,M,M,M,30.63
0CO,10/5/23,5:55:00 PM,42.8,17.6,35.87,300,18,0,30.6,10,36,CLR,M,M,M,M,M,M,33.97
0CO,10/5/23,6:55:00 PM,44.6,17.6,33.49,310,19,0,30.62,10,41,CLR,M,M,M,M,M,M,36.1
0CO,10/5/23,7:55:00 PM,44.6,14,28.64,310,25,0,30.59,10,39,CLR,M,M,M,M,M,M,34.87
0CO,10/5/23,8:55:00 PM,46.4,15.8,28.93,300,25,0,30.6,10,39,CLR,M,M,M,M,M,M,37.31
0CO,10/5/23,9:55:00 PM,46.4,15.8,28.93,330,18,0,30.63,10,27,CLR,M,M,M,M,M,M,38.7
0CO,10/5/23,10:55:00 PM,44.6,15.8,30.98,310,17,0,30.65,10,31,CLR,M,M,M,M,M,M,36.58
0CO,10/5/23,11:55:00 PM,42.8,15.8,33.18,320,16,0,30.67,10,23,CLR,M,M,M,M,M,M,34.5
0CO,10/6/23,12:55:00 AM,37.4,15.8,40.93,320,15,0,30.69,10,23,CLR,M,M,M,M,M,M,27.78
0CO,10/6/23,1:55:00 AM,37.4,15.8,40.93,330,20,0,30.69,10,27,CLR,M,M,M,M,M,M,26.31
0CO,10/6/23,2:55:00 AM,37.4,15.8,40.93,340,21,0,30.7,10,30,CLR,M,M,M,M,M,M,26.06
0CO,10/6/23,3:55:00 AM,35.6,17.6,47.51,330,16,0,30.71,10,21,CLR,M,M,M,M,M,M,25.11
0CO,10/6/23,4:55:00 AM,35.6,17.6,47.51,330,14,0,30.72,10,18,CLR,M,M,M,M,M,M,25.8
0CO,10/6/23,5:55:00 AM,35.6,17.6,47.51,320,11,0,30.71,10,M,CLR,M,M,M,M,M,M,27.02
0CO,10/6/23,6:55:00 AM,35.6,17.6,47.51,320,11,0,30.72,10,20,CLR,M,M,M,M,M,M,27.02
0CO,10/6/23,7:55:00 AM,35.6,17.6,47.51,330,11,0,30.71,10,M,CLR,M,M,M,M,M,M,27.02
0CO,10/6/23,8:55:00 AM,35.6,17.6,47.51,320,14,0,30.71,10,M,CLR,M,M,M,M,M,M,25.8
0CO,10/6/23,9:55:00 AM,35.6,17.6,47.51,320,11,0,30.71,10,M,CLR,M,M,M,M,M,M,27.02
0CO,10/6/23,10:55:00 AM,35.6,17.6,47.51,260,8,0,30.71,10,20,CLR,M,M,M,M,M,M,28.55
0CO,10/6/23,11:55:00 AM,35.6,17.6,47.51,290,8,0,30.72,10,16,CLR,M,M,M,M,M,M,28.55
0CO,10/6/23,12:55:00 PM,35.6,15.8,43.95,270,11,0,30.74,10,M,CLR,M,M,M,M,M,M,27.02
0CO,10/6/23,1:55:00 PM,35.6,15.8,43.95,240,7,0,30.75,10,15,CLR,M,M,M,M,M,M,29.17
0CO,10/6/23,2:35:00 PM,37.4,17.6,44.25,270,11,0,30.75,10,16,CLR,M,M,M,M,M,M,29.29
0CO,10/6/23,3:55:00 PM,41,17.6,38.45,200,7,0,30.77,10,21,CLR,M,M,M,M,M,M,35.75
0CO,10/6/23,4:55:00 PM,44.6,15.8,30.98,250,10,0,30.77,10,18,CLR,M,M,M,M,M,M,38.77
0CO,10/6/23,5:55:00 PM,44.6,19.4,36.18,310,8,0,30.77,10,18,CLR,M,M,M,M,M,M,39.63
0CO,10/6/23,6:55:00 PM,46.4,19.4,33.79,360,6,0,30.75,10,M,CLR,M,M,M,M,M,M,42.87
0CO,10/6/23,7:55:00 PM,46.4,21.2,36.48,340,7,0,30.73,10,M,CLR,M,M,M,M,M,M,42.33
0CO,10/6/23,8:55:00 PM,48.2,19.4,31.57,360,8,0,30.72,10,15,CLR,M,M,M,M,M,M,44.07
0CO,10/6/23,9:55:00 PM,48.2,19.4,31.57,350,9,0,30.71,10,14,CLR,M,M,M,M,M,M,43.66
0CO,10/6/23,10:55:00 PM,46.4,19.4,33.79,330,7,0,30.71,10,19,CLR,M,M,M,M,M,M,42.33
0CO,10/6/23,11:55:00 PM,46.4,17.6,31.28,300,13,0,30.7,10,M,CLR,M,M,M,M,M,M,40.02
0CO,10/7/23,12:55:00 AM,42.8,14,30.68,300,14,0,30.7,10,M,CLR,M,M,M,M,M,M,35.08
0CO,10/7/23,1:55:00 AM,41,19.4,41.54,300,10,0,30.71,10,M,CLR,M,M,M,M,M,M,34.25
0CO,10/7/23,2:55:00 AM,37.4,19.4,47.8,300,9,0,30.71,10,M,CLR,M,M,M,M,M,M,30.23
0CO,10/7/23,3:55:00 AM,37.4,19.4,47.8,320,10,0,30.71,10,M,CLR,M,M,M,M,M,M,29.74
0CO,10/7/23,4:55:00 AM,35.6,19.4,51.33,330,12,0,30.7,10,18,CLR,M,M,M,M,M,M,26.58
0CO,10/7/23,5:55:00 AM,35.6,19.4,51.33,330,9,0,30.69,10,17,CLR,M,M,M,M,M,M,27.99
